2026-09-01T08:56:16Z	reach-sweep1-A	expected	CLEAN	CONFIRMED
2026-09-01T08:56:19Z	reach-sweep1-B	expected	CLEAN	CONFIRMED
2026-09-01T08:56:22Z	reach-sweep1-C	expected	CLEAN	CONFIRMED
2026-09-01T08:56:24Z	reach-sweep1-D	expected	CLEAN	CONFIRMED
2026-09-01T08:56:27Z	reach-sweep1-E	expected	CLEAN	CONFIRMED
2026-09-01T08:56:30Z	reach-sweep1-F	expected	CLEAN	CONFIRMED
2026-09-01T08:56:33Z	reach-sweep1-G	expected	CLEAN	CONFIRMED
2026-09-01T08:56:35Z	reach-sweep2-A	expected	CLEAN	CONFIRMED
2026-09-01T08:56:38Z	reach-sweep2-B	expected	CLEAN	CONFIRMED
2026-09-01T08:56:41Z	reach-sweep2-C	expected	CLEAN	CONFIRMED
2026-09-01T08:56:43Z	reach-sweep2-D	expected	CLEAN	CONFIRMED
2026-09-01T08:56:46Z	reach-sweep2-E	expected	CLEAN	CONFIRMED
2026-09-01T08:56:49Z	reach-sweep2-F	expected	CLEAN	CONFIRMED
2026-09-01T08:56:51Z	reach-sweep2-G	expected	CLEAN	CONFIRMED
