2026-09-01T08:51:18Z	cfg16-8011	expected	CLEAN	CONFIRMED
2026-09-01T08:51:24Z	cfg16-4000-plan	expected	CLEAN	CONFIRMED
2026-09-01T08:51:26Z	cfg16-4000-control	expected	CLEAN	CONFIRMED
