2026-09-01T08:57:02Z	reach-sweep1-A	expected	CLEAN	CONFIRMED
2026-09-01T08:57:05Z	reach-sweep1-B	expected	CLEAN	CONFIRMED
2026-09-01T08:57:08Z	reach-sweep1-C	expected	CLEAN	CONFIRMED
2026-09-01T08:57:10Z	reach-sweep1-D	expected	CLEAN	CONFIRMED
2026-09-01T08:57:13Z	reach-sweep1-E	expected	CLEAN	CONFIRMED
2026-09-01T08:57:16Z	reach-sweep1-F	expected	CLEAN	CONFIRMED
2026-09-01T08:57:18Z	reach-sweep1-G	expected	CLEAN	CONFIRMED
2026-09-01T08:57:21Z	reach-sweep2-A	expected	CLEAN	CONFIRMED
2026-09-01T08:57:23Z	reach-sweep2-B	expected	CLEAN	CONFIRMED
2026-09-01T08:57:26Z	reach-sweep2-C	expected	CLEAN	CONFIRMED
2026-09-01T08:57:28Z	reach-sweep2-D	expected	CLEAN	CONFIRMED
2026-09-01T08:57:31Z	reach-sweep2-E	expected	CLEAN	CONFIRMED
2026-09-01T08:57:34Z	reach-sweep2-F	expected	CLEAN	CONFIRMED
2026-09-01T08:57:36Z	reach-sweep2-G	expected	CLEAN	CONFIRMED
